"latitude" "reduced"
-54.20204 1280
-54.026345 1280
-53.85065 1280
-53.674954 1280
-53.499259 1280
-53.323563 1280
-53.147868 1280
-52.972173 1280
-52.796477 1280
-52.620782 1280
-52.445086 1280
-52.269391 1280
-52.093695 1280
-51.918 1296
-51.742305 1296
-51.566609 1296
-51.390914 1350
-51.215218 1350
-51.039523 1350
-50.863828 1350
-50.688132 1350
-50.512437 1350
-50.336741 1350
-50.161046 1350
-49.985351 1350
-49.809655 1350
-49.63396 1350
-49.458264 1440
-49.282569 1440
-49.106874 1440
-48.931178 1440
-48.755483 1440
-48.579787 1440
-48.404092 1440
-48.228396 1440
-48.052701 1440
-47.877006 1440
-47.70131 1440
-47.525615 1440
-47.349919 1440
-47.174224 1440
-46.998529 1440
-46.822833 1440
-46.647138 1440
-46.471442 1440
-46.295747 1440
-46.120051 1458
-45.944356 1458
-45.768661 1458
-45.592965 1458
-45.41727 1500
-45.241574 1500
-45.065879 1500
-44.890184 1500
-44.714488 1500
-44.538793 1500
-44.363097 1500
-44.187402 1500
-44.011706 1500
-43.836011 1500
-43.660316 1536
-43.48462 1536
-43.308925 1536
-43.133229 1536
-42.957534 1536
-42.781838 1536
-42.606143 1536
-42.430448 1536
-42.254752 1600
-42.079057 1600
-41.903361 1600
-41.727666 1600
-41.551971 1600
-41.376275 1600
-41.20058 1600
-41.024884 1600
-40.849189 1600
-40.673493 1600
-40.497798 1600
-40.322103 1600
-40.146407 1600
-39.970712 1600
-39.795016 1600
-39.619321 1600
-39.443625 1620
-39.26793 1620
-39.092235 1620
-38.916539 1620
-38.740844 1728
-38.565148 1728
-38.389453 1728
-38.213757 1728
-38.038062 1728
-37.862367 1728
-37.686671 1728
-37.510976 1728
-37.33528 1728
-37.159585 1728
-36.983889 1728
-36.808194 1728
-36.632499 1728
-36.456803 1728
-36.281108 1728
-36.105412 1728
-35.929717 1728
-35.754021 1728
-35.578326 1728
-35.402631 1728
-35.226935 1728
-35.05124 1728
-34.875544 1728
-34.699849 1728
-34.524153 1728
-34.348458 1728
-34.172763 1728
-33.997067 1728
-33.821372 1728
-33.645676 1728
-33.469981 1800
-33.294285 1800
-33.11859 1800
-32.942895 1800
-32.767199 1800
-32.591504 1800
-32.415808 1800
-32.240113 1800
-32.064417 1800
-31.888722 1800
-31.713027 1800
-31.537331 1800
-31.361636 1800
-31.18594 1800
-31.010245 1800
-30.834549 1800
-30.658854 1800
-30.483159 1800
-30.307463 1800
-30.131768 1800
-29.956072 1800
-29.780377 1800
-29.604681 1875
-29.428986 1875
-29.25329 1875
-29.077595 1875
-28.9019 1875
-28.726204 1875
-28.550509 1875
-28.374813 1875
-28.199118 1875
-28.023422 1875
-27.847727 1875
-27.672032 1875
-27.496336 1875
-27.320641 1875
-27.144945 1875
-26.96925 1875
-26.793554 1875
-26.617859 1875
-26.442164 1875
-26.266468 1875
-26.090773 1875
-25.915077 1875
-25.739382 1875
-25.563686 1875
-25.387991 1875
-25.212295 1875
-25.0366 1920
-24.860905 1920
-24.685209 1920
-24.509514 1920
-24.333818 1920
-24.158123 1920
-23.982427 1920
-23.806732 1920
-23.631037 1920
-23.455341 1920
-23.279646 1920
-23.10395 1920
-22.928255 1920
-22.752559 1920
-22.576864 1920
-22.401168 1920
-22.225473 1920
-22.049778 1920
-21.874082 1944
-21.698387 1944
-21.522691 1944
-21.346996 1944
-21.1713 1944
-20.995605 1944
-20.81991 1944
-20.644214 1944
-20.468519 1944
-20.292823 1944
-20.117128 1944
-19.941432 2000
-19.765737 2000
-19.590041 2000
-19.414346 2000
-19.238651 2000
-19.062955 2000
-18.88726 2000
-18.711564 2000
-18.535869 2000
-18.360173 2000
-18.184478 2000
-18.008783 2000
-17.833087 2000
-17.657392 2000
-17.481696 2000
-17.306001 2000
-17.130305 2000
-16.95461 2000
-16.778914 2000
-16.603219 2000
-16.427524 2000
-16.251828 2000
-16.076133 2000
-15.900437 2000
-15.724742 2000
-15.549046 2000
-15.373351 2000
-15.197656 2000
-15.02196 2000
-14.846265 2000
-14.670569 2000
-14.494874 2000
-14.319178 2025
-14.143483 2025
-13.967787 2025
-13.792092 2025
-13.616397 2025
-13.440701 2025
-13.265006 2025
-13.08931 2025
-12.913615 2025
-12.737919 2025
-12.562224 2025
-12.386529 2025
-12.210833 2025
-12.035138 2025
-11.859442 2025
-11.683747 2025
-11.508051 2025
-11.332356 2025
-11.15666 2048
-10.980965 2048
-10.80527 2048
-10.629574 2048
-10.453879 2048
-10.278183 2048
-10.102488 2048
-9.926792 2048
-9.751097 2048
-9.575401 2048
-9.399706 2048
-9.224011 2048
-9.048315 2048
-8.87262 2048
-8.696924 2048
-8.521229 2048
-8.345533 2048
-8.169838 2048
-7.994143 2048
-7.818447 2048
-7.642752 2048
-7.467056 2048
-7.291361 2048
-7.115665 2048
-6.93997 2048
-6.764274 2048
-6.588579 2048
-6.412884 2048
-6.237188 2048
-6.061493 2048
-5.885797 2048
-5.710102 2048
-5.534406 2048
-5.358711 2048
-5.183015 2048
-5.00732 2048
-4.831625 2048
-4.655929 2048
-4.480234 2048
-4.304538 2048
-4.128843 2048
-3.953147 2048
-3.777452 2048
-3.601757 2048
-3.426061 2048
-3.250366 2048
-3.07467 2048
-2.898975 2048
-2.723279 2048
-2.547584 2048
-2.371888 2048
-2.196193 2048
-2.020498 2048
-1.844802 2048
-1.669107 2048
-1.493411 2048
-1.317716 2048
-1.14202 2048
-0.966325 2048
-0.790629 2048
-0.614934 2048
-0.439239 2048
-0.263543 2048
-0.087848 2048
0.087848 2048
0.263543 2048
0.439239 2048
0.614934 2048
0.790629 2048
0.966325 2048
1.14202 2048
1.317716 2048
1.493411 2048
1.669107 2048
1.844802 2048
2.020498 2048
2.196193 2048
2.371888 2048
2.547584 2048
2.723279 2048
2.898975 2048
3.07467 2048
3.250366 2048
3.426061 2048
3.601757 2048
3.777452 2048
3.953147 2048
4.128843 2048
4.304538 2048
4.480234 2048
4.655929 2048
4.831625 2048
5.00732 2048
5.183015 2048
5.358711 2048
5.534406 2048
5.710102 2048
5.885797 2048
6.061493 2048
6.237188 2048
6.412884 2048
6.588579 2048
6.764274 2048
6.93997 2048
7.115665 2048
7.291361 2048
7.467056 2048
7.642752 2048
7.818447 2048
7.994143 2048
8.169838 2048
8.345533 2048
8.521229 2048
8.696924 2048
8.87262 2048
9.048315 2048
9.224011 2048
9.399706 2048
9.575401 2048
9.751097 2048
9.926792 2048
10.102488 2048
10.278183 2048
10.453879 2048
10.629574 2048
10.80527 2048
10.980965 2048
11.15666 2048
11.332356 2025
11.508051 2025
11.683747 2025
11.859442 2025
12.035138 2025
12.210833 2025
12.386529 2025
12.562224 2025
12.737919 2025
12.913615 2025
13.08931 2025
13.265006 2025
13.440701 2025
13.616397 2025
13.792092 2025
13.967787 2025
14.143483 2025
14.319178 2025
14.494874 2000
14.670569 2000
14.846265 2000
15.02196 2000
15.197656 2000
15.373351 2000
15.549046 2000
15.724742 2000
15.900437 2000
16.076133 2000
16.251828 2000
16.427524 2000
16.603219 2000
16.778914 2000
16.95461 2000
17.130305 2000
17.306001 2000
17.481696 2000
17.657392 2000
17.833087 2000
18.008783 2000
18.184478 2000
18.360173 2000
18.535869 2000
18.711564 2000
18.88726 2000
19.062955 2000
19.238651 2000
19.414346 2000
19.590041 2000
19.765737 2000
19.941432 2000
20.117128 1944
20.292823 1944
20.468519 1944
20.644214 1944
20.81991 1944
20.995605 1944
21.1713 1944
21.346996 1944
21.522691 1944
21.698387 1944
21.874082 1944
22.049778 1920
22.225473 1920
22.401168 1920
22.576864 1920
22.752559 1920
22.928255 1920
23.10395 1920
23.279646 1920
23.455341 1920
23.631037 1920
23.806732 1920
23.982427 1920
24.158123 1920
24.333818 1920
24.509514 1920
24.685209 1920
24.860905 1920
25.0366 1920
25.212295 1875
25.387991 1875
25.563686 1875
25.739382 1875
25.915077 1875
26.090773 1875
26.266468 1875
26.442164 1875
26.617859 1875
26.793554 1875
26.96925 1875
27.144945 1875
27.320641 1875
27.496336 1875
27.672032 1875
27.847727 1875
28.023422 1875
28.199118 1875
28.374813 1875
28.550509 1875
28.726204 1875
28.9019 1875
29.077595 1875
29.25329 1875
29.428986 1875
29.604681 1875
29.780377 1800
29.956072 1800
30.131768 1800
30.307463 1800
30.483159 1800
30.658854 1800
30.834549 1800
31.010245 1800
31.18594 1800
31.361636 1800
31.537331 1800
31.713027 1800
31.888722 1800
32.064417 1800
32.240113 1800
32.415808 1800
32.591504 1800
32.767199 1800
32.942895 1800
33.11859 1800
33.294285 1800
33.469981 1800
33.645676 1728
33.821372 1728
33.997067 1728
34.172763 1728
34.348458 1728
34.524153 1728
34.699849 1728
34.875544 1728
35.05124 1728
35.226935 1728
35.402631 1728
35.578326 1728
35.754021 1728
35.929717 1728
36.105412 1728
36.281108 1728
36.456803 1728
36.632499 1728
36.808194 1728
36.983889 1728
37.159585 1728
37.33528 1728
37.510976 1728
37.686671 1728
37.862367 1728
38.038062 1728
38.213757 1728
38.389453 1728
38.565148 1728
38.740844 1728
38.916539 1620
39.092235 1620
39.26793 1620
39.443625 1620
39.619321 1600
39.795016 1600
39.970712 1600
40.146407 1600
40.322103 1600
40.497798 1600
40.673493 1600
40.849189 1600
41.024884 1600
41.20058 1600
41.376275 1600
41.551971 1600
41.727666 1600
41.903361 1600
42.079057 1600
42.254752 1600
42.430448 1536
42.606143 1536
42.781838 1536
42.957534 1536
43.133229 1536
43.308925 1536
43.48462 1536
43.660316 1536
43.836011 1500
44.011706 1500
44.187402 1500
44.363097 1500
44.538793 1500
44.714488 1500
44.890184 1500
45.065879 1500
45.241574 1500
45.41727 1500
45.592965 1458
45.768661 1458
45.944356 1458
46.120051 1458
46.295747 1440
46.471442 1440
46.647138 1440
46.822833 1440
46.998529 1440
47.174224 1440
47.349919 1440
47.525615 1440
47.70131 1440
47.877006 1440
48.052701 1440
48.228396 1440
48.404092 1440
48.579787 1440
48.755483 1440
48.931178 1440
49.106874 1440
49.282569 1440
49.458264 1440
49.63396 1350
49.809655 1350
49.985351 1350
50.161046 1350
50.336741 1350
50.512437 1350
50.688132 1350
50.863828 1350
51.039523 1350
51.215218 1350
51.390914 1350
51.566609 1296
51.742305 1296
51.918 1296
52.093695 1280
52.269391 1280
52.445086 1280
52.620782 1280
52.796477 1280
52.972173 1280
53.147868 1280
53.323563 1280
53.499259 1280
53.674954 1280
53.85065 1280
54.026345 1280
54.20204 1280
54.377736 1215
54.553431 1215
54.729127 1215
54.904822 1200
55.080517 1200
55.256213 1200
55.431908 1200
55.607604 1200
55.783299 1200
55.958994 1200
56.13469 1200
56.310385 1200
56.48608 1152
56.661776 1152
56.837471 1152
57.013167 1152
57.188862 1152
57.364557 1125
57.540253 1125
57.715948 1125
57.891644 1125
58.067339 1125
58.243034 1125
58.41873 1125
58.594425 1125
58.770121 1125
58.945816 1080
59.121511 1080
59.297207 1080
59.472902 1080
59.648597 1080
59.824293 1080
59.999988 1080
60.175684 1080
60.351379 1080
60.527074 1080
60.70277 1024
60.878465 1024
61.05416 1024
61.229856 1024
61.405551 1000
61.581247 1000
61.756942 1000
61.932637 1000
62.108333 1000
62.284028 972
62.459723 972
62.635419 960
62.811114 960
62.986809 960
63.162505 960
63.3382 960
63.513896 960
63.689591 960
63.865286 960
64.040982 960
64.216677 960
64.392372 960
64.568068 900
64.743763 900
64.919458 900
65.095154 900
65.270849 900
65.446544 900
65.62224 864
65.797935 864
65.97363 864
66.149326 864
66.325021 864
66.500716 864
66.676412 864
66.852107 864
67.027802 864
67.203498 864
67.379193 810
67.554888 800
67.730584 800
67.906279 800
68.081974 800
68.25767 800
68.433365 800
68.60906 768
68.784755 768
68.960451 768
69.136146 750
69.311841 750
69.487537 750
69.663232 729
69.838927 729
70.014623 720
70.190318 720
70.366013 720
70.541708 720
70.717404 720
70.893099 720
71.068794 720
71.244489 675
71.420185 675
71.59588 675
71.771575 675
71.94727 675
72.122966 648
72.298661 640
72.474356 640
72.650051 640
72.825747 640
73.001442 640
73.177137 640
73.352832 640
73.528527 600
73.704223 600
73.879918 600
74.055613 576
74.231308 576
74.407003 576
74.582699 576
74.758394 576
74.934089 576
75.109784 540
75.285479 540
75.461174 540
75.636869 540
75.812565 540
75.98826 512
76.163955 512
76.33965 500
76.515345 500
76.69104 486
76.866735 480
77.04243 480
77.218125 480
77.39382 480
77.569515 480
77.74521 450
77.920905 450
78.0966 450
78.272295 432
78.44799 432
78.623685 432
78.79938 432
78.975075 400
79.15077 400
79.326465 400
79.502159 384
79.677854 384
79.853549 375
80.029244 375
80.204939 360
80.380633 360
80.556328 360
80.732023 360
80.907717 360
81.083412 360
81.259106 320
81.434801 320
81.610495 320
81.78619 320
81.961884 300
82.137579 288
82.313273 288
82.488967 288
82.664661 270
82.840356 270
83.01605 256
83.191744 250
83.367438 243
83.543132 240
83.718825 240
83.894519 225
84.070212 225
84.245906 216
84.421599 216
84.597292 200
84.772985 192
84.948678 192
85.124371 180
85.300063 180
85.475756 180
85.651448 160
85.827139 160
86.002831 150
86.178522 144
86.354212 135
86.529902 128
86.705592 125
86.88128 120
87.056968 108
87.232655 100
87.408341 96
87.584026 96
87.759709 90
87.935389 81
88.111067 75
88.286741 72
88.462411 72
88.638073 60
88.813726 60
88.989365 50
89.164979 45
89.340551 40
89.516035 32
89.691286 25
89.865509 18
