"latitude" "regular" "reduced"
42.964054 640 500
43.525675 640 500
44.087296 640 480
44.648917 640 480
45.210538 640 480
45.772159 640 480
46.33378 640 480
46.895401 640 480
47.457022 640 480
48.018643 640 450
48.580264 640 450
49.141885 640 450
49.703506 640 450
50.265127 640 432
50.826748 640 432
51.388368 640 432
51.949989 640 432
52.51161 640 432
53.07323 640 405
53.634851 640 400
54.196471 640 400
54.758092 640 400
55.319712 640 384
55.881332 640 384
56.442953 640 375
57.004573 640 375
57.566193 640 375
58.127813 640 360
58.689433 640 360
59.251053 640 360
59.812673 640 360
60.374292 640 360
60.935912 640 360
61.497532 640 324
62.059151 640 320
62.62077 640 320
63.182389 640 320
63.744008 640 320
64.305627 640 300
64.867246 640 300
65.428865 640 288
65.990483 640 288
66.552101 640 288
67.113719 640 270
67.675337 640 270
68.236955 640 256
68.798572 640 250
69.360189 640 243
69.921806 640 240
70.483423 640 240
71.045039 640 225
71.606655 640 225
72.16827 640 216
72.729885 640 216
73.291499 640 200
73.853113 640 192
74.414727 640 192
74.976339 640 180
75.537951 640 180
76.099562 640 180
76.661172 640 160
77.222782 640 160
77.784389 640 150
78.345996 640 144
78.907601 640 135
79.469204 640 128
80.030805 640 125
80.592403 640 120
81.153998 640 120
81.71559 640 108
82.277177 640 96
82.838759 640 90
83.400334 640 90
83.9619 640 80
84.523454 640 72
85.084993 640 72
85.646511 640 64
86.207998 640 60
86.769438 640 50
87.330801 640 45
87.892028 640 40
88.452974 640 36
89.013176 640 25
89.57009 640 18
