"latitude" "regular" "reduced"
83.287741 2560 320
83.42831 2560 300
83.56888 2560 300
83.709449 2560 288
83.850018 2560 288
83.990587 2560 288
84.131156 2560 270
84.271725 2560 270
84.412294 2560 256
84.552863 2560 250
84.693432 2560 243
84.834001 2560 240
84.97457 2560 240
85.115138 2560 225
85.255707 2560 216
85.396275 2560 216
85.536844 2560 216
85.677412 2560 200
85.81798 2560 192
85.958548 2560 192
86.099116 2560 180
86.239684 2560 180
86.380251 2560 180
86.520818 2560 160
86.661385 2560 160
86.801952 2560 150
86.942519 2560 144
87.083085 2560 135
87.223651 2560 125
87.364216 2560 120
87.504781 2560 120
87.645345 2560 108
87.785908 2560 100
87.926471 2560 96
88.067032 2560 90
88.207592 2560 90
88.34815 2560 81
88.488706 2560 75
88.629259 2560 72
88.769808 2560 72
88.910352 2560 60
89.050889 2560 60
89.191413 2560 50
89.331918 2560 45
89.47239 2560 40
89.61279 2560 32
89.753005 2560 25
89.892396 2560 18
